key,translation,options,desc_en,desc_vi,chapter,status,notes
intangible resources,nguồn lực vô hình,nguồn lực vô hình,"assets that cannot be seen, touched, or felt, such as intellectual property, patents, designs, and processes","các tài sản không thể nhìn thấy, chạm vào hoặc cảm nhận được, như tài sản trí tuệ, bằng sáng chế, thiết kế và quy trình",Chương 14,approved,Source: Extracted from Chapter 14
line of credit,hạn mức tín dụng,hạn mức tín dụng,"lending of funds in exchange for a promise to repay","việc cho vay vốn để đổi lấy cam kết hoàn trả",Chương 14,approved,Source: Extracted from Chapter 14
outsourcing,thuê ngoài,thuê ngoài,"hiring an outside company or third party to perform a specific task, job, or process, or to manufacture goods","việc thuê một công ty bên ngoài hoặc bên thứ ba để thực hiện một nhiệm vụ, công việc hoặc quy trình cụ thể, hoặc để sản xuất hàng hóa",Chương 14,approved,Source: Extracted from Chapter 14
pest framework,mô hình PEST,mô hình PEST,"framework that can be used to distinguish political, economic, sociocultural, and technological factors influencing access to needed resources","mô hình được sử dụng để phân biệt các yếu tố chính trị, kinh tế, xã hội–văn hóa và công nghệ ảnh hưởng đến khả năng tiếp cận các nguồn lực cần thiết",Chương 14,approved,Source: Extracted from Chapter 14
political factors,các yếu tố chính trị,các yếu tố chính trị,"stem from changes in politics, such as the policies of a new presidential administration or congressional legislation, as well as of state and local offices","phát sinh từ những thay đổi trong chính trị, chẳng hạn như các chính sách của chính quyền mới hoặc các đạo luật của cơ quan lập pháp, cũng như từ cấp bang và địa phương",Chương 14,approved,Source: Extracted from Chapter 14
pre-launch costs,chi phí trước khi ra mắt,chi phí trước khi ra mắt,"cost of all the resources needed to open the business to the public","chi phí của toàn bộ các nguồn lực cần thiết để đưa doanh nghiệp ra hoạt động công khai",Chương 14,approved,Source: Extracted from Chapter 14
quotas,hạn ngạch,hạn ngạch,"specific number of units allowed into a country; sometimes quotas are limited to one source, such as one country, and sometimes the limit is placed on aggregate quantity regardless of source(s)","số lượng đơn vị cụ thể được phép nhập khẩu vào một quốc gia; đôi khi hạn ngạch được giới hạn cho một nguồn, chẳng hạn như một quốc gia, và đôi khi giới hạn được áp dụng cho tổng lượng bất kể nguồn",Chương 14,approved,Source: Extracted from Chapter 14
resource dependence theory (rdt) model,mô hình lý thuyết phụ thuộc nguồn lực (RDT),mô hình lý thuyết phụ thuộc nguồn lực (RDT),"model creating networks with business partners through mergers, vertical integration, joint ventures, or engaging in joint political activities to slow dependency among member groups","mô hình tạo lập mạng lưới với các đối tác kinh doanh thông qua sáp nhập, tích hợp dọc, liên doanh hoặc tham gia các hoạt động chính trị chung nhằm giảm sự phụ thuộc giữa các nhóm thành viên",Chương 14,approved,Source: Extracted from Chapter 14
service mark,nhãn hiệu dịch vụ,nhãn hiệu dịch vụ,"word, phrase, symbol, or graphic that identifies the origin or source of a service","từ, cụm từ, biểu tượng hoặc hình ảnh xác định nguồn gốc của một dịch vụ",Chương 14,approved,Source: Extracted from Chapter 14
sociocultural factors,các yếu tố xã hội–văn hóa,các yếu tố xã hội–văn hóa,"changes in how society is moving and the direction of that movement as it relates to a customer base and potential new markets","những thay đổi trong cách xã hội vận động và hướng đi của sự vận động đó liên quan đến tập khách hàng và các thị trường tiềm năng mới",Chương 14,approved,Source: Extracted from Chapter 14
tangible resources,nguồn lực hữu hình,nguồn lực hữu hình,"assets that have a physical form as they can be seen, touched, and felt","các tài sản có hình thái vật lý, có thể nhìn thấy, chạm và cảm nhận",Chương 14,approved,Source: Extracted from Chapter 14
tariffs,thuế quan,thuế quan,"taxes or duties that are added to imported goods from another nation","các loại thuế hoặc phí áp dụng lên hàng hóa nhập khẩu từ quốc gia khác",Chương 14,approved,Source: Extracted from Chapter 14
technological factors,các yếu tố công nghệ,các yếu tố công nghệ,"technological equipment and tools the enterprise needs to be sure it operates efficiently","các thiết bị và công cụ công nghệ mà doanh nghiệp cần để đảm bảo hoạt động hiệu quả",Chương 14,approved,Source: Extracted from Chapter 14
buyback clause,điều khoản mua lại,điều khoản mua lại,"legal agreement regarding an exit by a founding team member prior to the harvesting of the venture","thỏa thuận pháp lý liên quan đến việc một thành viên sáng lập rút lui trước khi doanh nghiệp thu được thành quả",Chương 15,approved,Source: Extracted from Chapter 15
company culture,văn hóa công ty,văn hóa công ty,"shared beliefs, values and assumptions held by people regarding how to behave or conduct themselves within the context of fitting into an organization","các niềm tin, giá trị và giả định chung của mọi người về cách hành xử hoặc cư xử để phù hợp trong một tổ chức",Chương 15,approved,Source: Extracted from Chapter 15
delphi method,phương pháp Delphi,phương pháp Delphi,"group decision-making process that includes a diverse group of people who are located at different locations and willing to respond to a series of questionnaires to assist in providing ideas, information or solutions to a defined question or problem","phương pháp ra quyết định nhóm gồm nhiều người đa dạng ở các địa điểm khác nhau, sẵn sàng trả lời một loạt bảng câu hỏi để hỗ trợ đưa ra ý tưởng, thông tin hoặc giải pháp cho một câu hỏi hoặc vấn đề xác định",Chương 15,approved,Source: Extracted from Chapter 15
escalation of commitment,sự leo thang cam kết,sự leo thang cam kết,"tendency to continue with a predetermined action based on the past efforts and contributions to the project rather than an analysis of the current realities that disclose a new solution or approach is necessary","xu hướng tiếp tục một hành động đã định trước dựa trên nỗ lực và đóng góp trong quá khứ thay vì phân tích thực tế hiện tại cho thấy cần một giải pháp hoặc cách tiếp cận mới",Chương 15,approved,Source: Extracted from Chapter 15
fail-safe points,điểm kiểm soát an toàn,điểm kiểm soát an toàn,"predetermined trigger points within the business plan that alert the entrepreneur to consider what actions are needed to bring the venture back to a healthy position","các điểm kích hoạt được xác định trước trong kế hoạch kinh doanh, cảnh báo doanh nhân xem xét các hành động cần thiết để đưa doanh nghiệp trở lại vị thế lành mạnh",Chương 15,approved,Source: Extracted from Chapter 15
founders' agreement,thỏa thuận giữa các nhà sáng lập,thỏa thuận giữa các nhà sáng lập,"written document that addresses contractual topics such as division of equity, compensation, contributions to the venture, and commitments to the venture with timelines included","tài liệu bằng văn bản đề cập đến các vấn đề hợp đồng như phân chia cổ phần, thù lao, đóng góp cho doanh nghiệp và các cam kết với doanh nghiệp kèm theo mốc thời gian",Chương 15,approved,Source: Extracted from Chapter 15
gantt chart,biểu đồ Gantt,biểu đồ Gantt,"bar chart used to organize and plan sequential steps in a process","biểu đồ dạng thanh dùng để tổ chức và lập kế hoạch các bước tuần tự trong một quy trình",Chương 15,approved,Source: Extracted from Chapter 15
hindsight bias,thiên kiến nhìn lại,thiên kiến nhìn lại,"belief that, in retrospect, the outcome was predictable when the outcome wasn't predictable due to various uncontrollable factors","niềm tin rằng khi nhìn lại thì kết quả có thể dự đoán được trong khi thực tế không thể dự đoán do nhiều yếu tố không kiểm soát được",Chương 15,approved,Source: Extracted from Chapter 15
hubris,sự tự cao,sự tự cao,"overinflated belief in oneself","niềm tin quá mức vào bản thân",Chương 15,approved,Source: Extracted from Chapter 15
